name,omega1_1,phi1_1,d_1,r1_1,translate_x_1,translate_y_1,translate_z_1,rotate_phi_1,rotate_theta_1,rotate_psi_1,length_1,rmsd_1,omega1_2,phi1_2,d_2,r1_2,translate_x_2,translate_y_2,translate_z_2,rotate_phi_2,rotate_theta_2,rotate_psi_2,length_2,rmsd_2
loop_16182,1.75,2.12,1.51,2.26,0.10,-0.02,-9.03,-0.01,-0.02,0.00,16.00,0.15,1.75,1.52,1.51,2.26,3.56,10.83,-7.63,2.62,0.47,1.47,17.00,0.11
loop_16183,1.75,2.08,1.51,2.26,-0.04,0.01,-9.05,0.01,0.01,0.00,16.00,0.11,1.75,2.14,1.51,2.26,-7.55,12.74,-15.27,1.39,1.15,0.99,17.00,0.10
loop_16184,1.75,0.29,1.51,2.26,-0.18,0.48,-10.69,0.10,0.07,0.00,18.00,0.75,1.75,1.52,1.51,2.26,-11.44,-1.32,-11.50,-2.89,0.42,-2.09,17.00,0.04
loop_16185,1.75,2.09,1.51,2.26,0.07,0.00,-9.03,0.01,-0.01,-0.00,17.00,0.11,1.75,0.07,1.51,2.26,0.30,-8.88,-6.91,-2.96,0.22,-1.78,17.00,0.27
loop_16186,1.75,2.08,1.51,2.26,0.09,0.03,-9.05,0.01,-0.02,-0.00,17.00,0.12,1.75,0.38,1.51,2.26,2.39,-10.97,-8.54,-2.76,0.22,-1.03,17.00,0.20
loop_16187,1.75,2.11,1.51,2.26,-0.02,0.12,-9.03,0.03,0.00,0.00,17.00,0.21,1.75,0.66,1.51,2.26,7.27,-7.43,-9.00,-2.79,-0.04,0.20,17.00,0.12
loop_16188,1.75,1.98,1.51,2.26,0.10,0.04,-9.32,0.01,-0.02,-0.00,17.00,0.64,1.75,-9.08,1.51,2.26,-1.29,-10.26,-9.77,-2.90,-0.12,0.91,17.00,0.12
loop_16189,1.75,2.07,1.51,2.26,0.16,-0.01,-9.09,-0.02,-0.03,0.00,16.00,0.29,1.75,1.47,1.51,2.26,5.98,9.88,-8.39,2.29,0.32,0.69,17.00,0.15
loop_1619,1.75,2.16,1.51,2.26,0.03,-0.07,-9.01,-0.01,-0.00,0.00,16.00,0.28,1.75,8.85,1.51,2.26,-10.16,4.14,-8.19,-2.80,0.63,-2.17,17.00,0.17
loop_16190,1.75,2.08,1.51,2.26,0.25,-0.13,-9.12,-0.04,-0.05,0.00,17.00,0.47,1.75,-0.40,1.51,2.26,8.85,-6.26,-9.87,2.84,-0.65,-2.29,17.00,0.34
loop_16191,1.75,0.32,1.51,2.26,-0.16,0.04,-10.60,0.02,0.03,0.00,18.00,0.31,1.75,0.27,1.51,2.26,-11.24,-2.19,-11.13,-3.14,0.43,-3.14,17.00,0.14
loop_16192,1.75,2.01,1.51,2.26,0.37,-0.12,-9.17,-0.04,-0.08,0.00,17.00,0.79,1.75,1.03,1.51,2.26,-2.45,-10.30,-8.16,-3.02,0.13,-1.65,17.00,0.17
loop_16193,1.75,2.06,1.51,2.26,0.10,-0.02,-9.11,-0.02,-0.02,0.00,16.00,0.25,1.75,1.46,1.51,2.26,2.95,10.96,-10.07,2.37,0.61,1.32,17.00,0.08
loop_16194,1.75,0.35,1.51,2.26,-0.29,0.10,-10.68,-0.01,0.00,-0.00,18.00,0.61,1.75,-3.11,1.51,2.26,-7.26,7.47,-11.28,2.52,-0.04,-0.14,17.00,0.12
loop_16195,1.75,2.13,1.51,2.26,0.02,0.07,-9.03,0.02,-0.01,-0.00,17.00,0.26,1.75,0.34,1.51,2.26,8.19,-7.00,-8.33,-2.71,-0.00,0.01,17.00,0.20
loop_16196,1.75,2.05,1.51,2.26,0.22,0.01,-9.18,-0.01,-0.06,0.00,17.00,0.51,1.75,-0.91,1.51,2.26,-4.77,-8.76,-13.22,-3.07,0.56,-2.90,17.00,0.33
loop_16197,1.75,2.10,1.51,2.26,0.13,0.09,-9.02,0.03,-0.03,-0.00,17.00,0.21,1.75,-0.19,1.51,2.26,2.83,-9.21,-7.99,-2.87,0.25,-1.47,17.00,0.20
loop_16198,1.75,2.07,1.51,2.26,0.15,-0.06,-9.11,-0.03,-0.03,0.00,16.00,0.31,1.75,1.37,1.51,2.26,8.71,4.89,-6.03,2.79,0.16,0.85,17.00,0.25
loop_16199,1.75,2.15,1.51,2.26,0.06,-0.00,-9.04,0.00,-0.01,-0.00,16.00,0.21,1.75,2.37,1.51,2.26,-2.03,9.42,-5.81,-3.06,0.46,-2.77,17.00,0.18
loop_162,1.75,2.14,1.51,2.26,-0.03,-0.02,-9.03,0.01,0.01,0.00,16.00,0.23,1.75,1.02,1.51,2.26,4.01,9.94,-4.31,3.00,0.12,1.41,17.00,0.09
loop_1620,1.75,2.10,1.51,2.26,-0.12,0.19,-9.10,0.05,0.04,0.00,16.00,0.39,1.75,2.12,1.51,2.26,1.17,10.54,-4.51,3.00,-0.23,-2.05,17.00,0.08
loop_16200,1.75,2.10,1.51,2.26,-0.03,0.02,-9.06,0.01,0.01,0.00,16.00,0.14,1.75,1.54,1.51,2.26,0.56,10.93,-3.74,2.82,0.40,1.81,17.00,0.11
loop_16201,1.75,2.13,1.51,2.26,-0.06,-0.07,-9.04,-0.00,0.02,-0.00,16.00,0.23,1.75,2.49,1.51,2.26,-0.27,11.74,-3.49,2.80,-0.02,-0.12,18.00,0.18
loop_16202,1.75,2.14,1.51,2.26,0.19,-0.16,-9.02,-0.03,-0.04,0.00,16.00,0.33,1.75,1.59,1.51,2.26,-2.50,10.94,-6.59,3.03,0.49,2.70,17.00,0.10
loop_16203,1.75,0.37,1.51,2.26,-0.08,0.30,-10.56,0.07,0.03,0.00,18.00,0.46,1.75,1.23,1.51,2.26,-9.91,-5.22,-11.34,-2.83,0.34,-1.68,17.00,0.39
loop_16204,1.75,2.11,1.51,2.26,0.09,0.05,-9.03,0.00,-0.02,-0.00,16.00,0.16,1.75,1.74,1.51,2.26,3.49,10.50,-7.80,2.37,0.53,1.18,17.00,0.13
loop_16205,1.75,2.17,1.51,2.26,0.12,-0.11,-9.00,-0.02,-0.02,0.00,16.00,0.33,1.75,2.25,1.51,2.26,-5.63,8.41,-6.79,-2.97,0.71,-2.68,17.00,0.21
loop_16206,1.75,2.07,1.51,2.26,0.03,0.14,-9.15,0.03,-0.00,-0.00,16.00,0.27,1.75,0.55,1.51,2.26,9.05,-3.34,-11.21,-2.79,0.00,-0.00,17.00,0.27
loop_16207,1.75,2.10,1.51,2.26,0.11,-0.02,-9.00,-0.00,-0.02,0.00,17.00,0.17,1.75,0.60,1.51,2.26,0.74,-10.64,-7.61,-2.78,0.25,-1.19,17.00,0.23
loop_16208,1.75,2.13,1.51,2.26,0.24,0.00,-9.05,-0.02,-0.05,0.00,16.00,0.41,1.75,2.27,1.51,2.26,13.45,-5.03,-13.86,-2.57,-0.68,1.77,17.00,0.09
loop_16209,1.75,2.07,1.51,2.26,0.18,-0.10,-9.09,-0.04,-0.04,0.00,16.00,0.35,1.75,-1.64,1.51,2.26,10.97,3.07,-8.31,2.94,-0.41,-2.23,17.00,0.12
loop_1621,1.75,2.05,1.51,2.26,0.43,-0.20,-9.01,-0.07,-0.11,0.00,17.00,0.82,1.75,0.31,1.51,2.26,-3.57,-11.95,-10.77,-2.64,0.61,-1.78,17.00,0.30
loop_16210,1.75,2.12,1.51,2.26,-0.01,0.01,-9.07,0.01,0.01,0.00,16.00,0.14,1.75,-2.32,1.51,2.26,12.88,6.10,-14.13,2.70,-0.84,-2.22,17.00,0.16
loop_16211,1.75,2.09,1.51,2.26,0.01,0.04,-9.08,0.01,-0.00,-0.00,16.00,0.07,1.75,2.79,1.51,2.26,12.15,-0.11,-12.11,-3.01,-0.68,2.77,17.00,0.18
loop_16212,1.75,2.00,1.51,2.26,0.09,0.16,-9.22,0.03,-0.02,-0.00,16.00,0.49,1.75,2.88,1.51,2.26,12.10,-0.84,-8.57,-2.91,-0.48,2.25,17.00,0.23
loop_16213,1.75,2.06,1.51,2.26,0.14,-0.10,-9.10,-0.04,-0.03,0.00,16.00,0.37,1.75,1.33,1.51,2.26,4.99,-11.80,-13.47,-2.36,-0.06,0.15,17.00,0.17
loop_16214,1.75,2.09,1.51,2.26,-0.00,0.30,-9.08,0.08,0.01,0.00,16.00,0.45,1.75,-2.52,1.51,2.26,7.87,7.79,-7.46,2.99,-0.30,-2.21,17.00,0.24
loop_16215,1.75,2.10,1.51,2.26,-0.02,0.04,-9.06,0.01,0.01,0.00,16.00,0.07,1.75,1.85,1.51,2.26,10.72,2.64,-8.13,2.91,-0.16,-1.21,14.00,0.06
loop_16216,1.75,2.09,1.51,2.26,-0.02,0.08,-9.07,0.02,0.01,0.00,16.00,0.16,1.75,-2.65,1.51,2.26,9.64,6.96,-8.99,2.91,-0.49,-2.27,17.00,0.19
loop_16217,1.75,2.12,1.51,2.26,0.05,0.04,-9.06,0.01,-0.01,-0.00,16.00,0.11,1.75,-2.21,1.51,2.26,9.27,7.06,-8.80,2.86,-0.42,-1.98,17.00,0.14
loop_16218,1.75,2.09,1.51,2.26,0.03,0.02,-9.06,0.01,-0.00,-0.00,16.00,0.06,1.75,-2.50,1.51,2.26,11.44,4.10,-10.34,2.99,-0.57,-2.64,17.00,0.16
loop_16219,1.75,2.06,1.51,2.26,0.11,-0.07,-9.09,-0.03,-0.03,0.00,16.00,0.28,1.75,2.27,1.51,2.26,10.85,-5.79,-13.76,-2.67,-0.54,1.72,17.00,0.18
loop_1622,1.75,2.12,1.51,2.26,0.00,0.00,-9.06,0.00,0.00,0.00,16.00,0.11,1.75,2.99,1.51,2.26,3.80,8.62,-5.31,3.04,-0.14,-1.90,17.00,0.10
loop_16220,1.75,2.08,1.51,2.26,0.15,-0.05,-9.10,-0.03,-0.03,0.00,16.00,0.28,1.75,-1.48,1.51,2.26,10.70,4.97,-8.90,2.80,-0.40,-1.72,17.00,0.12
loop_16221,1.75,2.12,1.51,2.26,0.08,0.10,-9.07,0.02,-0.01,-0.00,16.00,0.18,1.75,-3.11,1.51,2.26,9.85,5.49,-9.10,3.07,-0.43,-2.82,17.00,0.35
loop_16222,1.75,2.12,1.51,2.26,-0.01,-0.02,-9.07,0.00,0.01,0.00,16.00,0.11,1.75,-1.97,1.51,2.26,11.21,6.06,-10.89,2.66,-0.43,-1.45,17.00,0.65
loop_16223,1.75,2.14,1.51,2.26,0.13,0.07,-9.01,0.01,-0.02,-0.00,16.00,0.25,1.75,-1.94,1.51,2.26,14.88,3.46,-14.91,2.88,-0.99,-2.66,17.00,0.26
loop_16224,1.75,2.05,1.51,2.26,0.08,0.08,-9.17,0.00,-0.02,-0.00,16.00,0.31,1.75,-2.60,1.51,2.26,14.18,-0.97,-11.26,-2.94,-0.76,2.65,17.00,0.24
loop_16225,1.75,2.13,1.51,2.26,0.14,0.10,-9.03,0.02,-0.02,-0.00,16.00,0.24,1.75,-2.13,1.51,2.26,11.20,1.21,-5.74,-2.95,-0.20,1.62,14.00,0.01
loop_16226,1.75,2.08,1.51,2.26,-0.09,0.02,-9.08,0.01,0.02,0.00,16.00,0.19,1.75,-2.27,1.51,2.26,12.89,3.85,-14.41,2.87,-0.86,-2.56,17.00,0.15
loop_16227,1.75,2.15,1.51,2.26,0.01,-0.02,-9.03,-0.00,0.00,-0.00,16.00,0.22,1.75,-1.81,1.51,2.26,11.25,8.08,-13.13,2.55,-0.68,-1.72,17.00,0.07
loop_16228,1.75,2.12,1.51,2.26,0.04,0.02,-9.04,0.01,-0.01,-0.00,16.00,0.11,1.75,2.64,1.51,2.26,14.67,-1.75,-14.70,-2.82,-0.94,2.53,17.00,0.37
loop_16229,1.75,2.13,1.51,2.26,0.01,0.12,-9.06,0.02,0.00,0.00,16.00,0.17,1.75,2.03,1.51,2.26,13.44,1.99,-11.17,-3.04,-0.74,2.87,17.00,0.82
loop_1623,1.75,2.13,1.51,2.26,-0.02,0.00,-9.05,0.01,0.01,0.00,16.00,0.18,1.75,-2.93,1.51,2.26,12.13,4.87,-14.91,3.02,-0.66,-2.78,17.00,0.11
loop_16230,1.75,2.03,1.51,2.26,0.20,0.07,-9.18,-0.00,-0.04,0.00,16.00,0.46,1.75,-1.26,1.51,2.26,9.54,3.53,-6.61,2.99,-0.22,-1.93,17.00,0.15
loop_16231,1.75,2.11,1.51,2.26,0.06,-0.03,-9.08,-0.01,-0.01,0.00,16.00,0.11,1.75,-1.89,1.51,2.26,11.07,5.86,-10.59,2.81,-0.50,-1.97,17.00,0.25
loop_16232,1.75,2.10,1.51,2.26,0.08,-0.04,-9.05,-0.02,-0.02,0.00,16.00,0.13,1.75,-2.87,1.51,2.26,14.30,2.03,-11.38,2.87,-0.72,-2.44,17.00,0.55
loop_16233,1.75,2.11,1.51,2.26,0.12,-0.13,-9.06,-0.03,-0.04,0.00,16.00,0.31,1.75,1.95,1.51,2.26,9.08,-10.12,-14.44,-2.45,-0.45,1.14,17.00,0.19
loop_16234,1.75,2.08,1.51,2.26,0.02,0.15,-9.07,0.04,-0.00,-0.00,16.00,0.24,1.75,2.94,1.51,2.26,11.28,4.17,-8.63,-3.08,-0.64,2.96,17.00,0.14
loop_16235,1.75,2.10,1.51,2.26,-0.03,0.04,-9.06,0.01,0.01,0.00,16.00,0.08,1.75,1.14,1.51,2.26,11.04,2.19,-8.28,2.97,-0.22,-1.80,14.00,0.05
loop_16236,1.75,2.10,1.51,2.26,0.00,0.04,-9.07,0.01,0.00,0.00,16.00,0.08,1.75,2.23,1.51,2.26,9.18,-0.89,-6.99,3.11,-0.02,-0.97,14.00,0.07
loop_16237,1.75,2.14,1.51,2.26,-0.03,-0.05,-9.06,-0.00,0.01,-0.00,16.00,0.20,1.75,-2.51,1.51,2.26,13.12,6.73,-14.62,2.64,-0.92,-2.20,17.00,0.19
loop_16238,1.75,2.09,1.51,2.26,0.01,0.04,-9.07,0.01,-0.00,-0.00,16.00,0.06,1.75,2.72,1.51,2.26,13.03,0.53,-10.15,-3.13,-0.65,3.11,17.00,0.61
loop_16239,1.75,2.06,1.51,2.26,0.14,-0.04,-9.11,-0.03,-0.03,0.00,16.00,0.29,1.75,-2.19,1.51,2.26,9.53,3.30,-7.21,3.06,-0.29,-2.57,17.00,0.15
loop_1624,1.75,2.09,1.51,2.26,0.11,-0.11,-9.07,-0.02,-0.03,0.00,17.00,0.20,1.75,0.44,1.51,2.26,2.42,-10.39,-12.52,-2.64,0.13,-0.49,17.00,0.13
loop_16240,1.75,2.08,1.51,2.26,-0.05,0.05,-9.05,0.02,0.02,0.00,16.00,0.19,1.75,1.90,1.51,2.26,12.18,-5.80,-18.20,-2.02,-0.80,1.18,17.00,0.07
loop_16241,1.75,2.12,1.51,2.26,0.09,0.08,-9.06,0.02,-0.01,-0.00,16.00,0.16,1.75,-1.91,1.51,2.26,11.07,6.34,-10.82,2.82,-0.51,-2.01,17.00,0.17
loop_16242,1.75,2.08,1.51,2.26,-0.06,-0.03,-9.07,0.00,0.01,0.00,16.00,0.13,1.75,-2.08,1.51,2.26,11.26,6.54,-12.39,2.63,-0.62,-1.76,17.00,0.20
loop_16243,1.75,2.09,1.51,2.26,0.05,0.06,-9.06,0.01,-0.01,-0.00,16.00,0.10,1.75,2.81,1.51,2.26,15.58,1.76,-12.70,3.06,-0.92,-2.97,17.00,0.55
loop_16244,1.75,2.11,1.51,2.26,-0.02,0.04,-9.08,0.01,0.01,0.00,16.00,0.13,1.75,1.65,1.51,2.26,11.79,-6.27,-20.50,-1.71,-0.73,0.83,17.00,0.09
loop_16245,1.75,2.11,1.51,2.26,0.03,0.08,-9.07,0.02,-0.00,-0.00,16.00,0.15,1.75,-2.29,1.51,2.26,11.80,8.81,-11.28,2.64,-0.69,-1.91,17.00,0.15
loop_16246,1.75,2.13,1.51,2.26,0.18,-0.03,-9.10,-0.03,-0.05,0.00,16.00,0.41,1.75,0.82,1.51,2.26,-1.20,-12.92,-15.96,-2.28,0.28,-0.59,17.00,0.07
loop_16247,1.75,2.11,1.51,2.26,0.23,-0.11,-9.06,-0.05,-0.06,0.00,16.00,0.42,1.75,1.55,1.51,2.26,9.49,-9.50,-13.49,-2.45,-0.33,0.87,17.00,0.19
loop_16248,1.75,2.07,1.51,2.26,0.16,-0.01,-9.12,-0.02,-0.04,0.00,16.00,0.30,1.75,-1.93,1.51,2.26,10.43,3.72,-8.04,2.96,-0.37,-2.26,17.00,0.09
loop_16249,1.75,2.12,1.51,2.26,0.06,0.01,-9.07,0.00,-0.01,-0.00,16.00,0.12,1.75,-2.35,1.51,2.26,12.64,5.40,-11.96,2.85,-0.73,-2.41,17.00,0.09
loop_1625,1.75,1.95,1.51,2.26,-0.10,0.06,-9.38,0.03,0.03,0.00,17.00,0.75,1.75,1.03,1.51,2.26,-6.27,-9.55,-10.62,-2.79,0.34,-1.53,17.00,0.23
loop_16250,1.75,2.13,1.51,2.26,-0.00,0.01,-9.06,0.01,0.01,0.00,16.00,0.16,1.75,2.63,1.51,2.26,14.08,-0.93,-15.13,-2.75,-0.99,2.43,17.00,0.15
loop_16251,1.75,2.12,1.51,2.26,0.17,-0.09,-9.09,-0.04,-0.05,0.00,16.00,0.42,1.75,0.68,1.51,2.26,0.34,-14.31,-16.74,-2.11,0.22,-0.39,17.00,0.08
loop_16252,1.75,2.10,1.51,2.26,0.01,0.03,-9.04,0.01,0.00,0.00,16.00,0.08,1.75,-1.79,1.51,2.26,8.92,8.98,-10.47,2.67,-0.41,-1.42,17.00,0.15
loop_16253,1.75,2.12,1.51,2.26,0.36,-0.11,-9.08,-0.05,0.00,-0.00,16.00,0.70,1.75,2.40,1.51,2.26,10.92,-3.24,-9.57,-2.98,-0.30,2.15,17.00,0.15
loop_16254,1.75,2.13,1.51,2.26,0.02,0.04,-9.07,0.01,-0.00,-0.00,16.00,0.14,1.75,-2.46,1.51,2.26,13.44,6.97,-13.47,2.67,-0.87,-2.18,17.00,0.14
loop_16255,1.75,2.10,1.51,2.26,0.19,0.02,-9.06,-0.01,-0.03,0.00,16.00,0.27,1.75,-2.70,1.51,2.26,14.62,4.74,-10.31,2.75,-0.75,-2.20,17.00,0.45
loop_16256,1.75,2.04,1.51,2.26,0.06,0.02,-9.19,-0.01,-0.01,0.00,16.00,0.32,1.75,2.37,1.51,2.26,10.69,-6.19,-13.83,-2.69,-0.58,1.83,17.00,0.13
loop_16257,1.75,2.11,1.51,2.26,0.05,0.05,-9.06,0.01,-0.01,-0.00,16.00,0.11,1.75,-2.84,1.51,2.26,14.61,3.31,-13.22,3.12,-0.98,-3.11,17.00,0.14
loop_16258,1.75,2.11,1.51,2.26,0.10,0.01,-9.05,-0.01,-0.02,0.00,16.00,0.17,1.75,-2.17,1.51,2.26,15.00,2.42,-13.98,2.98,-0.91,-2.82,17.00,0.24
loop_16259,1.75,2.08,1.51,2.26,-0.05,0.15,-9.08,0.04,0.02,0.00,16.00,0.33,1.75,-2.30,1.51,2.26,9.68,-2.34,-8.14,-2.85,-0.15,0.97,14.00,0.08
loop_1626,1.75,2.05,1.51,2.26,0.35,-0.28,-9.13,-0.08,-0.10,0.00,17.00,0.86,1.75,-1.28,1.51,2.26,-4.89,-9.10,-9.30,-2.98,0.55,-2.59,17.00,0.19
loop_16260,1.75,2.14,1.51,2.26,0.01,-0.03,-9.04,-0.01,0.00,-0.00,16.00,0.16,1.75,-1.92,1.51,2.26,11.69,7.39,-13.53,2.54,-0.73,-1.78,17.00,0.17
loop_16261,1.75,2.05,1.51,2.26,0.09,0.17,-9.17,0.03,-0.02,-0.00,16.00,0.35,1.75,-2.72,1.51,2.26,11.95,1.41,-9.42,-3.08,-0.54,2.93,17.00,0.08
loop_16262,1.75,2.12,1.51,2.26,0.13,0.00,-9.07,-0.02,-0.03,0.00,16.00,0.26,1.75,1.15,1.51,2.26,7.51,-10.21,-15.37,-2.22,-0.18,0.35,17.00,0.41
loop_16263,1.75,2.11,1.51,2.26,0.13,-0.11,-9.07,-0.03,-0.04,0.00,16.00,0.27,1.75,2.24,1.51,2.26,12.03,-7.62,-15.17,-2.38,-0.62,1.36,17.00,0.18
loop_16264,1.75,2.11,1.51,2.26,0.10,0.06,-9.05,0.00,-0.02,-0.00,16.00,0.16,1.75,-2.93,1.51,2.26,15.04,2.00,-12.53,3.04,-0.94,-2.95,17.00,0.13
loop_16265,1.75,2.09,1.51,2.26,0.06,-0.02,-9.09,-0.01,-0.01,0.00,16.00,0.10,1.75,-2.22,1.51,2.26,10.67,4.13,-9.10,2.95,-0.45,-2.37,17.00,0.14
loop_16266,1.75,2.11,1.51,2.26,0.15,0.02,-9.06,-0.00,-0.03,0.00,16.00,0.20,1.75,-2.51,1.51,2.26,10.71,4.11,-8.67,3.03,-0.43,-2.65,17.00,0.23
loop_16267,1.75,1.98,1.51,2.26,0.16,0.26,-9.23,0.05,-0.03,-0.00,16.00,0.66,1.75,-2.07,1.51,2.26,11.67,1.27,-7.98,3.09,-0.39,-2.87,17.00,0.15
loop_16268,1.75,2.11,1.51,2.26,-0.09,0.02,-9.06,0.02,0.02,0.00,16.00,0.20,1.75,-2.66,1.51,2.26,13.71,3.81,-14.80,3.02,-1.01,-2.93,17.00,0.13
loop_16269,1.75,2.11,1.51,2.26,-0.01,0.03,-9.06,0.02,0.01,0.00,16.00,0.18,1.75,3.04,1.51,2.26,13.29,1.19,-13.79,3.08,-0.75,-2.99,17.00,0.59
loop_1627,1.75,2.13,1.51,2.26,-0.02,-0.01,-9.04,0.01,0.01,0.00,16.00,0.18,1.75,2.06,1.51,2.26,0.93,9.28,-5.43,3.07,-0.16,-2.30,17.00,0.12
loop_16270,1.75,2.11,1.51,2.26,-0.04,0.17,-9.08,0.04,0.02,0.00,16.00,0.28,1.75,2.30,1.51,2.26,9.38,3.95,-11.41,-3.06,-0.55,2.87,17.00,0.16
loop_16271,1.75,2.11,1.51,2.26,0.07,0.00,-9.07,-0.01,-0.01,0.00,16.00,0.11,1.75,-2.31,1.51,2.26,12.79,5.81,-11.25,2.75,-0.68,-2.12,17.00,0.14
loop_16272,1.75,2.02,1.51,2.26,-0.02,0.20,-9.17,0.05,0.00,0.00,16.00,0.45,1.75,3.14,1.51,2.26,8.04,-4.67,-7.45,-2.88,0.02,-0.12,14.00,0.10
loop_16273,1.75,2.11,1.51,2.26,0.06,0.02,-9.06,0.01,-0.01,-0.00,16.00,0.12,1.75,-15.52,1.51,2.26,12.62,3.45,-10.82,3.12,-0.72,-3.10,17.00,0.20
loop_16274,1.75,2.08,1.51,2.26,-0.03,0.02,-9.07,0.01,0.01,0.00,16.00,0.09,1.75,-2.56,1.51,2.26,13.44,5.00,-12.94,2.75,-0.79,-2.25,17.00,0.30
loop_16275,1.75,2.11,1.51,2.26,0.11,-0.02,-9.03,-0.01,-0.02,0.00,17.00,0.16,1.75,0.27,1.51,2.26,7.27,-6.57,-5.89,-2.89,0.02,-0.14,17.00,0.14
loop_16276,1.75,2.10,1.51,2.26,0.04,0.07,-9.06,0.02,-0.01,-0.00,17.00,0.11,1.75,1.67,1.51,2.26,8.18,-8.18,-8.35,-2.81,-0.13,0.74,17.00,0.13
loop_16277,1.75,2.02,1.51,2.26,0.46,-0.27,-9.03,-0.08,-0.11,0.00,17.00,0.88,1.75,-1.22,1.51,2.26,-5.07,-9.37,-11.66,3.07,0.52,2.88,17.00,0.13
loop_16278,1.75,2.12,1.51,2.26,0.15,-0.06,-9.01,-0.02,-0.03,0.00,17.00,0.24,1.75,-0.73,1.51,2.26,1.09,-13.75,-9.03,-2.46,0.28,-0.75,17.00,0.24
loop_16279,1.75,2.06,1.51,2.26,0.28,-0.11,-9.14,-0.05,-0.07,0.00,17.00,0.66,1.75,-1.81,1.51,2.26,4.42,-9.64,-8.19,-3.13,-0.06,2.74,17.00,0.22
loop_1628,1.75,2.11,1.51,2.26,0.02,0.05,-9.06,0.01,-0.00,-0.00,16.00,0.08,1.75,0.42,1.51,2.26,0.65,10.09,-4.79,3.00,0.13,1.49,17.00,0.21
loop_16280,1.75,2.04,1.51,2.26,-0.24,0.03,-9.09,0.03,0.05,0.00,16.00,0.44,1.75,2.12,1.51,2.26,2.92,9.72,-5.46,2.98,0.32,2.23,17.00,0.49
loop_16281,1.75,2.13,1.51,2.26,0.12,0.03,-9.07,-0.00,-0.02,0.00,17.00,0.19,1.75,2.01,1.51,2.26,5.71,-10.80,-8.05,-2.74,-0.07,0.34,17.00,0.11
loop_16282,1.75,2.10,1.51,2.26,-0.03,-0.02,-9.03,0.01,0.01,0.00,16.00,0.14,1.75,2.11,1.51,2.26,0.07,9.79,-5.13,3.08,0.43,2.85,17.00,0.07
loop_16283,1.75,0.33,1.51,2.26,-0.16,-0.08,-10.62,-0.02,0.03,-0.00,18.00,0.30,1.75,0.89,1.51,2.26,-10.80,-2.95,-10.22,-3.02,0.34,-2.47,17.00,0.23
loop_16284,1.75,2.05,1.51,2.26,-0.08,0.05,-9.08,0.02,0.02,0.00,16.00,0.25,1.75,0.94,1.51,2.26,3.86,12.74,-5.07,2.45,0.26,0.69,17.00,0.17
loop_16285,1.75,2.13,1.51,2.26,0.06,0.01,-9.04,0.00,-0.01,-0.00,16.00,0.15,1.75,1.71,1.51,2.26,5.91,8.00,-6.20,2.91,0.25,1.67,17.00,0.07
loop_16286,1.75,2.10,1.51,2.26,-0.02,-0.01,-9.08,0.00,0.00,0.00,16.00,0.07,1.75,1.23,1.51,2.26,4.42,11.42,-5.55,2.53,0.23,0.69,17.00,0.19
loop_16287,1.75,2.10,1.51,2.26,0.15,-0.03,-9.06,-0.02,-0.03,0.00,16.00,0.23,1.75,1.60,1.51,2.26,4.89,9.32,-7.39,2.56,0.42,1.23,17.00,0.17
loop_16288,1.75,2.10,1.51,2.26,0.04,0.04,-9.06,0.01,-0.01,-0.00,17.00,0.10,1.75,0.93,1.51,2.26,5.54,-8.23,-7.56,-2.88,0.03,-0.21,17.00,0.10
loop_16289,1.75,2.11,1.51,2.26,-0.03,0.03,-9.10,0.01,0.01,0.00,17.00,0.12,1.75,1.91,1.51,2.26,3.07,-9.37,-7.76,-2.89,-0.01,0.09,17.00,0.13
loop_1629,1.75,2.11,1.51,2.26,-0.09,0.00,-9.04,0.02,0.03,0.00,16.00,0.23,1.75,1.68,1.51,2.26,9.64,3.75,-6.86,-2.90,-0.47,2.20,17.00,0.20
loop_16290,1.75,0.33,1.51,2.26,-0.28,0.09,-10.63,0.03,0.04,0.00,18.00,0.41,1.75,1.69,1.51,2.26,-10.84,-2.38,-10.65,-2.95,0.29,-1.99,17.00,0.17
loop_16291,1.75,2.12,1.51,2.26,0.03,0.06,-9.05,0.01,-0.01,-0.00,17.00,0.11,1.75,0.39,1.51,2.26,4.14,-10.34,-9.78,-2.65,0.18,-0.68,17.00,0.14
loop_16292,1.75,2.14,1.51,2.26,-0.02,-0.03,-9.03,0.00,0.01,0.00,16.00,0.18,1.75,0.31,1.51,2.26,3.68,10.65,-4.75,2.86,0.13,0.85,17.00,0.12
loop_16293,1.75,2.12,1.51,2.26,0.06,-0.03,-9.01,-0.01,-0.01,0.00,16.00,0.15,1.75,2.36,1.51,2.26,-10.99,-0.16,-13.12,-2.31,0.66,-1.31,17.00,0.17
loop_16294,1.75,1.99,1.51,2.26,0.25,-0.02,-9.21,-0.01,-0.05,0.00,17.00,0.60,1.75,-0.71,1.51,2.26,-4.48,-8.80,-12.21,-3.10,0.28,-2.83,17.00,0.43
loop_16295,1.75,2.08,1.51,2.26,-0.07,0.11,-9.07,0.02,0.02,0.00,16.00,0.19,1.75,1.88,1.51,2.26,3.85,9.62,-4.86,2.87,0.36,1.86,17.00,0.26
loop_16296,1.75,2.14,1.51,2.26,0.11,0.02,-9.01,-0.00,-0.02,0.00,16.00,0.21,1.75,8.88,1.51,2.26,-4.47,7.45,-4.94,-2.91,0.65,-2.49,17.00,0.13
