name,omega1_1,phi1_1,d_1,r1_1,translate_x_1,translate_y_1,translate_z_1,rotate_phi_1,rotate_theta_1,rotate_psi_1,length_1,rmsd_1,omega1_2,phi1_2,d_2,r1_2,translate_x_2,translate_y_2,translate_z_2,rotate_phi_2,rotate_theta_2,rotate_psi_2,length_2,rmsd_2
loop_8049,1.75,2.07,1.51,2.26,0.09,-0.09,-9.10,-0.03,-0.02,0.00,16.00,0.24,1.75,-1.20,1.51,2.26,10.14,7.25,-10.11,2.60,-0.35,-1.14,17.00,0.24
loop_805,1.75,0.29,1.51,2.26,-0.25,0.18,-10.67,0.04,0.04,0.00,18.00,0.39,1.75,1.13,1.51,2.26,-10.95,-1.93,-10.78,-2.98,0.36,-2.31,17.00,0.09
loop_8050,1.75,2.09,1.51,2.26,0.23,-0.12,-9.09,-0.06,-0.06,0.00,16.00,0.54,1.75,-0.23,1.51,2.26,-2.43,-11.27,-13.98,-2.48,0.56,-1.39,17.00,0.37
loop_8051,1.75,2.08,1.51,2.26,0.10,0.08,-9.16,0.01,-0.02,-0.00,16.00,0.27,1.75,0.64,1.51,2.26,4.92,-10.54,-15.08,-2.27,-0.03,0.05,17.00,0.54
loop_8052,1.75,2.13,1.51,2.26,0.29,-0.06,-9.06,-0.05,-0.07,0.00,16.00,0.52,1.75,-1.14,1.51,2.26,3.45,-13.18,-12.52,-2.45,0.13,-0.35,15.00,0.18
loop_8053,1.75,2.13,1.51,2.26,0.09,0.02,-9.10,-0.00,-0.02,0.00,16.00,0.17,1.75,-0.30,1.51,2.26,12.10,0.03,-7.03,-3.11,-0.23,2.87,14.00,0.06
loop_8054,1.75,2.12,1.51,2.26,-0.06,-0.00,-9.06,0.01,0.02,0.00,16.00,0.16,1.75,-2.77,1.51,2.26,14.48,4.94,-16.47,2.87,-1.16,-2.73,17.00,0.18
loop_8055,1.75,2.12,1.51,2.26,0.23,-0.12,-9.05,-0.05,-0.06,0.00,16.00,0.42,1.75,2.15,1.51,2.26,11.34,-8.12,-13.88,-2.54,-0.56,1.49,17.00,0.13
loop_8056,1.75,2.10,1.51,2.26,0.27,0.00,-9.10,-0.03,-0.06,0.00,16.00,0.49,1.75,2.40,1.51,2.26,10.47,-4.94,-11.32,-2.87,-0.39,1.93,17.00,0.15
loop_8057,1.75,2.08,1.51,2.26,0.00,0.06,-9.08,0.01,0.00,0.00,16.00,0.11,1.75,-2.11,1.51,2.26,9.96,8.00,-10.28,2.72,-0.50,-1.77,17.00,0.16
loop_8058,1.75,2.13,1.51,2.26,0.01,0.05,-9.05,0.01,0.00,0.00,16.00,0.14,1.75,-2.64,1.51,2.26,10.31,-3.22,-7.51,-2.78,-0.13,0.70,14.00,0.05
loop_8059,1.75,2.06,1.51,2.26,0.08,-0.02,-9.11,-0.02,-0.02,0.00,16.00,0.22,1.75,2.28,1.51,2.26,11.37,-5.19,-13.05,-2.69,-0.58,1.83,17.00,0.05
loop_806,1.75,2.11,1.51,2.26,0.18,-0.12,-9.15,-0.04,-0.03,0.00,17.00,0.43,1.75,-0.55,1.51,2.26,-0.68,-10.09,-11.69,-3.08,0.16,-2.43,17.00,0.57
loop_8060,1.75,2.11,1.51,2.26,0.02,0.06,-9.05,0.02,0.01,0.00,16.00,0.18,1.75,2.82,1.51,2.26,12.90,2.09,-13.87,-3.05,-0.85,2.94,17.00,0.14
loop_8061,1.75,2.12,1.51,2.26,0.06,0.02,-9.03,0.00,-0.01,-0.00,16.00,0.12,1.75,-2.37,1.51,2.26,11.71,2.69,-10.36,2.95,-0.40,-2.24,17.00,0.91
loop_8062,1.75,2.12,1.51,2.26,0.00,-0.02,-9.06,0.00,0.00,0.00,16.00,0.13,1.75,3.11,1.51,2.26,12.82,5.20,-11.43,2.85,-0.66,-2.33,17.00,0.68
loop_8063,1.75,2.11,1.51,2.26,-0.01,0.01,-9.06,0.01,0.01,0.00,16.00,0.14,1.75,1.78,1.51,2.26,12.72,-4.91,-17.32,-2.07,-0.79,1.22,17.00,0.23
loop_8064,1.75,2.15,1.51,2.26,0.17,0.09,-9.04,0.01,-0.03,-0.00,16.00,0.30,1.75,-1.69,1.51,2.26,11.60,9.07,-11.67,2.61,-0.58,-1.67,17.00,0.14
loop_8065,1.75,2.12,1.51,2.26,-0.00,0.03,-9.06,0.01,0.00,0.00,16.00,0.11,1.75,2.43,1.51,2.26,13.40,-3.65,-16.24,-2.43,-0.90,1.83,17.00,0.10
loop_8066,1.75,2.10,1.51,2.26,0.08,0.02,-9.07,0.00,-0.01,-0.00,16.00,0.11,1.75,-2.86,1.51,2.26,14.73,3.52,-12.32,2.79,-0.72,-2.25,17.00,0.62
loop_8067,1.75,2.11,1.51,2.26,0.11,0.07,-9.04,0.01,-0.02,-0.00,16.00,0.17,1.75,2.84,1.51,2.26,14.99,-0.42,-13.35,-2.95,-0.94,2.77,17.00,0.15
loop_8068,1.75,2.08,1.51,2.26,-0.03,0.14,-9.09,0.03,0.01,0.00,16.00,0.21,1.75,-1.62,1.51,2.26,10.95,-1.20,-7.44,-2.98,-0.19,1.76,14.00,0.04
loop_8069,1.75,2.10,1.51,2.26,0.02,0.03,-9.06,0.01,-0.00,-0.00,16.00,0.05,1.75,-2.85,1.51,2.26,13.52,3.67,-10.58,2.83,-0.63,-2.24,17.00,0.61
loop_807,1.75,0.32,1.51,2.26,-0.12,0.26,-10.66,0.07,0.03,0.00,18.00,0.49,1.75,1.19,1.51,2.26,-12.07,-0.04,-11.87,-3.03,0.49,-2.70,17.00,0.14
loop_8070,1.75,2.08,1.51,2.26,0.11,-0.06,-9.10,-0.03,-0.03,0.00,16.00,0.22,1.75,-2.01,1.51,2.26,12.28,4.35,-10.41,2.82,-0.60,-2.19,17.00,0.10
loop_8071,1.75,2.13,1.51,2.26,0.49,-0.09,-9.00,-0.05,-0.03,0.00,16.00,0.77,1.75,1.18,1.51,2.26,10.56,-4.10,-7.89,-2.81,-0.22,1.16,17.00,0.16
loop_8072,1.75,2.12,1.51,2.26,0.03,0.26,-9.06,0.07,0.00,0.00,16.00,0.41,1.75,2.99,1.51,2.26,9.90,6.64,-8.02,3.07,-0.55,-2.90,17.00,0.16
loop_8073,1.75,2.11,1.51,2.26,0.08,0.10,-9.05,0.02,-0.01,-0.00,16.00,0.19,1.75,-2.49,1.51,2.26,12.02,5.29,-10.22,2.93,-0.64,-2.51,17.00,0.13
loop_8074,1.75,2.13,1.51,2.26,0.02,0.07,-9.03,0.02,0.00,0.00,16.00,0.19,1.75,2.45,1.51,2.26,8.59,4.38,-10.89,3.14,-0.46,-3.12,17.00,0.20
loop_8075,1.75,2.06,1.51,2.26,0.15,-0.01,-9.19,-0.03,-0.04,0.00,16.00,0.48,1.75,0.35,1.51,2.26,-1.31,-11.65,-14.36,-2.46,0.33,-0.89,17.00,0.17
loop_8076,1.75,2.11,1.51,2.26,0.24,-0.09,-9.06,-0.05,-0.06,0.00,16.00,0.46,1.75,0.74,1.51,2.26,5.77,-10.08,-12.12,-2.46,0.01,-0.02,17.00,0.24
loop_8077,1.75,2.12,1.51,2.26,0.04,-0.04,-9.02,-0.01,-0.01,0.00,16.00,0.14,1.75,3.10,1.51,2.26,3.00,-8.76,-10.05,-2.84,0.11,-0.70,14.00,0.08
loop_8078,1.75,2.10,1.51,2.26,0.00,0.08,-9.09,0.02,0.00,0.00,16.00,0.12,1.75,-8.86,1.51,2.26,10.89,5.26,-9.82,2.94,-0.57,-2.49,17.00,0.16
loop_8079,1.75,2.08,1.51,2.26,-0.02,0.05,-9.08,0.01,0.01,0.00,16.00,0.12,1.75,-1.61,1.51,2.26,10.42,-3.61,-7.95,-2.96,-0.17,1.52,14.00,0.04
loop_808,1.75,0.34,1.51,2.26,-0.05,-0.03,-10.60,0.00,0.01,0.00,18.00,0.17,1.75,0.61,1.51,2.26,-10.94,-1.83,-11.15,-3.10,0.42,-2.92,17.00,0.09
loop_8080,1.75,2.11,1.51,2.26,0.10,0.04,-9.11,-0.00,-0.02,0.00,16.00,0.17,1.75,-1.82,1.51,2.26,9.28,6.94,-8.77,2.80,-0.38,-1.68,17.00,0.04
loop_8081,1.75,2.13,1.51,2.26,-0.01,0.01,-9.06,0.01,0.01,0.00,16.00,0.18,1.75,-2.36,1.51,2.26,9.48,7.57,-10.63,2.80,-0.52,-1.99,17.00,0.11
loop_8082,1.75,2.10,1.51,2.26,0.16,0.03,-9.08,-0.01,-0.03,0.00,16.00,0.25,1.75,-2.84,1.51,2.26,11.76,2.82,-8.65,3.11,-0.50,-3.03,17.00,0.17
loop_8083,1.75,2.11,1.51,2.26,0.05,0.07,-9.06,0.02,-0.01,-0.00,16.00,0.13,1.75,-2.29,1.51,2.26,9.49,6.39,-8.32,2.92,-0.42,-2.18,17.00,0.11
loop_8084,1.75,2.11,1.51,2.26,0.19,0.04,-9.02,-0.01,-0.04,0.00,16.00,0.31,1.75,2.92,1.51,2.26,13.70,0.93,-8.51,3.09,-0.57,-2.98,17.00,0.68
loop_8085,1.75,2.10,1.51,2.26,0.03,0.04,-9.07,0.01,-0.00,-0.00,16.00,0.08,1.75,-2.28,1.51,2.26,10.55,-2.40,-7.51,-2.90,-0.17,1.21,14.00,0.02
loop_8086,1.75,2.10,1.51,2.26,0.07,-0.05,-9.06,-0.01,-0.02,0.00,16.00,0.13,1.75,2.40,1.51,2.26,12.56,-4.00,-13.05,-2.67,-0.67,1.93,17.00,0.21
loop_8087,1.75,2.11,1.51,2.26,0.01,0.07,-9.06,0.02,0.00,0.00,16.00,0.12,1.75,2.99,1.51,2.26,15.17,2.33,-14.02,2.96,-0.89,-2.77,17.00,0.56
loop_8088,1.75,2.11,1.51,2.26,0.00,0.01,-9.05,0.01,0.00,0.00,16.00,0.11,1.75,-2.77,1.51,2.26,12.88,3.59,-12.56,3.06,-0.78,-2.95,17.00,0.30
loop_8089,1.75,2.10,1.51,2.26,0.12,0.02,-9.07,-0.00,-0.02,0.00,16.00,0.16,1.75,1.72,1.51,2.26,12.32,-6.45,-14.38,-2.25,-0.62,1.19,17.00,0.10
loop_809,1.75,2.12,1.51,2.26,-0.06,0.23,-9.07,0.06,0.03,0.00,16.00,0.37,1.75,2.09,1.51,2.26,-0.29,12.15,-2.03,2.91,-0.07,-0.57,18.00,0.15
loop_8090,1.75,2.07,1.51,2.26,0.09,-0.01,-9.13,-0.01,-0.02,0.00,16.00,0.22,1.75,-2.23,1.51,2.26,10.41,4.67,-8.42,2.95,-0.44,-2.32,17.00,0.10
loop_8091,1.75,2.11,1.51,2.26,0.14,-0.01,-9.09,-0.01,-0.03,0.00,16.00,0.22,1.75,1.22,1.51,2.26,8.08,-10.04,-16.53,-2.17,-0.27,0.50,17.00,0.16
loop_8092,1.75,2.11,1.51,2.26,0.10,-0.05,-9.07,-0.02,-0.02,0.00,16.00,0.18,1.75,-3.01,1.51,2.26,12.87,3.54,-9.10,2.92,-0.58,-2.43,17.00,0.68
loop_8093,1.75,2.11,1.51,2.26,0.01,0.02,-9.07,0.01,0.00,0.00,16.00,0.08,1.75,-2.80,1.51,2.26,12.28,4.35,-11.41,3.03,-0.70,-2.83,17.00,0.23
loop_8094,1.75,2.00,1.51,2.26,0.08,0.19,-9.19,0.03,-0.02,-0.00,16.00,0.49,1.75,-2.78,1.51,2.26,12.97,1.10,-9.40,-3.08,-0.58,2.94,17.00,0.17
loop_8095,1.75,2.10,1.51,2.26,-0.03,-0.00,-9.08,0.01,0.01,0.00,16.00,0.09,1.75,-2.53,1.51,2.26,11.73,4.42,-11.19,2.88,-0.62,-2.37,17.00,0.29
loop_8096,1.75,2.12,1.51,2.26,0.03,0.01,-9.05,0.01,-0.01,-0.00,16.00,0.10,1.75,-2.01,1.51,2.26,10.73,9.84,-10.60,2.56,-0.62,-1.64,17.00,0.07
loop_8097,1.75,2.10,1.51,2.26,-0.03,0.10,-9.08,0.02,0.01,0.00,16.00,0.14,1.75,-2.97,1.51,2.26,13.55,3.83,-11.45,2.91,-0.70,-2.52,17.00,0.49
loop_8098,1.75,2.09,1.51,2.26,0.05,0.00,-9.06,-0.00,-0.01,0.00,16.00,0.09,1.75,-2.64,1.51,2.26,13.97,3.45,-11.35,2.73,-0.63,-1.99,17.00,0.64
loop_8099,1.75,2.13,1.51,2.26,0.30,-0.17,-9.03,-0.06,-0.08,0.00,16.00,0.54,1.75,0.45,1.51,2.26,0.54,-13.19,-15.55,-2.25,0.30,-0.62,17.00,0.26
loop_81,1.75,2.11,1.51,2.26,0.07,-0.01,-9.04,0.00,-0.01,-0.00,17.00,0.13,1.75,0.65,1.51,2.26,4.68,-10.27,-7.72,-2.73,0.08,-0.36,17.00,0.07
loop_810,1.75,2.11,1.51,2.26,0.07,0.17,-9.03,0.05,-0.03,-0.00,17.00,0.33,1.75,1.61,1.51,2.26,9.68,-7.07,-6.99,-2.77,-0.23,1.12,17.00,0.11
loop_8100,1.75,2.12,1.51,2.26,0.01,0.28,-9.10,0.07,0.01,0.00,16.00,0.44,1.75,2.58,1.51,2.26,7.97,8.52,-6.25,2.90,-0.27,-1.66,16.00,0.30
loop_8101,1.75,2.12,1.51,2.26,0.11,0.08,-9.07,0.01,-0.02,-0.00,16.00,0.17,1.75,-2.94,1.51,2.26,10.42,4.48,-8.70,3.08,-0.45,-2.85,17.00,0.31
loop_8102,1.75,2.08,1.51,2.26,0.00,0.02,-9.06,0.01,0.00,0.00,16.00,0.10,1.75,2.79,1.51,2.26,12.70,1.50,-12.60,-3.09,-0.77,3.02,17.00,0.08
loop_8103,1.75,2.08,1.51,2.26,0.03,0.11,-9.07,0.03,-0.00,-0.00,16.00,0.17,1.75,-2.28,1.51,2.26,9.49,6.82,-9.53,2.88,-0.42,-2.04,17.00,0.16
loop_8104,1.75,2.12,1.51,2.26,-0.01,-0.00,-9.05,-0.00,0.00,-0.00,16.00,0.09,1.75,3.07,1.51,2.26,14.60,3.48,-12.32,2.89,-0.87,-2.61,17.00,0.60
loop_8105,1.75,2.10,1.51,2.26,-0.05,0.00,-9.05,0.01,0.01,0.00,16.00,0.14,1.75,1.62,1.51,2.26,-11.61,8.53,-11.95,3.05,1.03,2.98,17.00,0.10
loop_8106,1.75,2.09,1.51,2.26,0.09,0.03,-9.05,0.00,-0.01,-0.00,16.00,0.13,1.75,-2.49,1.51,2.26,8.49,10.54,-7.03,2.86,-0.32,-1.69,17.00,0.08
loop_8107,1.75,2.01,1.51,2.26,0.32,-0.20,-9.16,-0.06,-0.07,0.00,17.00,0.74,1.75,1.50,1.51,2.26,-1.34,-12.98,-10.45,-2.60,0.23,-0.80,17.00,0.10
loop_8108,1.75,2.09,1.51,2.26,0.11,-0.18,-9.15,-0.05,-0.00,0.00,17.00,0.43,1.75,1.45,1.51,2.26,2.11,-10.30,-8.43,-2.78,0.08,-0.41,17.00,0.12
loop_8109,1.75,2.15,1.51,2.26,-0.02,-0.04,-9.05,-0.00,0.01,-0.00,16.00,0.22,1.75,2.25,1.51,2.26,-9.04,5.81,-6.78,-2.98,0.69,-2.70,17.00,0.22
loop_811,1.75,2.17,1.51,2.26,0.02,-0.04,-9.03,-0.00,0.01,-0.00,16.00,0.30,1.75,3.04,1.51,2.26,-0.17,9.22,-4.58,-3.04,0.20,-2.20,17.00,0.18
loop_8110,1.75,2.14,1.51,2.26,0.22,-0.09,-9.08,-0.04,-0.05,0.00,16.00,0.38,1.75,1.39,1.51,2.26,8.77,3.60,-9.73,-2.98,-0.33,2.23,17.00,0.20
loop_8111,1.75,2.13,1.51,2.26,0.33,0.03,-9.00,-0.02,-0.04,0.00,16.00,0.49,1.75,-2.79,1.51,2.26,8.25,6.54,-4.06,3.10,-0.17,-2.69,17.00,0.16
loop_8112,1.75,2.07,1.51,2.26,0.03,0.05,-9.07,0.01,-0.01,-0.00,16.00,0.10,1.75,-1.12,1.51,2.26,5.10,9.17,-5.34,2.94,-0.03,-0.33,17.00,0.18
loop_8113,1.75,2.08,1.51,2.26,0.03,0.01,-9.07,0.00,-0.00,-0.00,16.00,0.06,1.75,0.46,1.51,2.26,10.63,2.76,-5.48,-2.89,-0.46,2.16,17.00,0.39
loop_8114,1.75,2.11,1.51,2.26,0.01,0.05,-9.05,0.01,0.00,0.00,16.00,0.10,1.75,1.54,1.51,2.26,8.79,3.97,-6.37,-2.89,-0.29,1.74,17.00,0.16
loop_8115,1.75,2.11,1.51,2.26,-0.10,-0.05,-9.06,0.01,0.03,0.00,16.00,0.24,1.75,8.87,1.51,2.26,3.99,11.09,-5.65,2.79,-0.39,-1.68,17.00,0.11
loop_8116,1.75,2.10,1.51,2.26,0.06,-0.06,-9.15,-0.02,-0.01,0.00,17.00,0.21,1.75,2.19,1.51,2.26,5.79,-10.94,-10.58,-2.64,-0.16,0.59,17.00,0.05
loop_8117,1.75,2.09,1.51,2.26,0.29,-0.02,-9.09,-0.01,-0.07,0.00,17.00,0.41,1.75,2.05,1.51,2.26,5.21,-10.92,-10.17,-2.65,-0.09,0.37,17.00,0.12
loop_8118,1.75,2.07,1.51,2.26,0.20,-0.09,-9.08,-0.03,-0.04,0.00,16.00,0.35,1.75,0.02,1.51,2.26,10.89,-5.36,-9.33,-2.27,-0.32,0.68,17.00,0.08
loop_8119,1.75,2.10,1.51,2.26,-0.04,0.06,-9.06,0.01,0.01,0.00,16.00,0.10,1.75,3.07,1.51,2.26,5.37,9.36,-5.71,3.01,-0.21,-2.03,17.00,0.08
loop_812,1.75,2.13,1.51,2.26,-0.06,0.05,-9.08,0.02,0.02,0.00,16.00,0.21,1.75,2.61,1.51,2.26,-8.06,9.37,-6.93,3.00,0.96,2.87,17.00,0.08
loop_8120,1.75,2.10,1.51,2.26,-0.03,-0.05,-9.06,-0.01,0.00,-0.00,16.00,0.10,1.75,-0.83,1.51,2.26,-0.65,13.88,-7.07,2.54,0.15,0.47,17.00,0.10
loop_8121,1.75,2.12,1.51,2.26,-0.05,0.03,-9.04,0.02,0.02,0.00,16.00,0.20,1.75,2.52,1.51,2.26,-11.14,5.33,-9.00,-2.74,0.83,-2.28,17.00,0.19
loop_8122,1.75,2.14,1.51,2.26,0.03,-0.01,-9.03,0.01,-0.00,-0.00,16.00,0.19,1.75,-1.00,1.51,2.26,-2.29,10.32,-5.54,3.02,0.00,0.08,17.00,0.44
loop_8123,1.75,2.05,1.51,2.26,0.27,-0.32,-9.10,-0.08,-0.09,0.00,17.00,0.81,1.75,-1.11,1.51,2.26,-7.28,-10.31,-11.88,-2.76,0.88,-2.36,17.00,0.16
loop_8124,1.75,2.10,1.51,2.26,-0.02,0.03,-9.05,0.01,0.01,0.00,16.00,0.08,1.75,2.04,1.51,2.26,9.23,3.27,-6.02,-2.99,-0.28,2.17,17.00,0.29
loop_8125,1.75,2.09,1.51,2.26,-0.04,0.01,-9.06,0.01,0.01,0.00,16.00,0.13,1.75,2.42,1.51,2.26,2.89,8.81,-4.24,3.08,-0.14,-2.26,17.00,0.16
loop_8126,1.75,1.99,1.51,2.26,-0.06,-0.15,-9.25,-0.02,0.03,-0.00,17.00,0.51,1.75,1.90,1.51,2.26,-2.70,-10.03,-9.24,-2.83,0.11,-0.70,17.00,0.15
loop_8127,1.75,2.08,1.51,2.26,0.21,-0.11,-9.12,-0.03,-0.05,0.00,17.00,0.40,1.75,1.85,1.51,2.26,4.27,-12.08,-9.78,-2.65,-0.03,0.10,17.00,0.19
loop_8128,1.75,2.11,1.51,2.26,0.13,-0.01,-9.10,-0.01,-0.03,0.00,16.00,0.21,1.75,-0.68,1.51,2.26,6.93,10.18,-6.18,2.74,-0.17,-0.79,18.00,0.27
loop_8129,1.75,2.11,1.51,2.26,0.31,-0.10,-9.05,-0.04,-0.05,0.00,16.00,0.44,1.75,-0.69,1.51,2.26,7.70,7.96,-4.76,2.84,-0.10,-0.61,17.00,0.14
loop_813,1.75,2.11,1.51,2.26,0.18,-0.02,-9.07,-0.02,-0.03,0.00,16.00,0.25,1.75,-1.39,1.51,2.26,10.75,1.45,-10.67,3.05,-0.10,-1.67,17.00,0.11
loop_8130,1.75,2.07,1.51,2.26,0.20,-0.08,-9.09,-0.03,-0.04,0.00,17.00,0.36,1.75,1.41,1.51,2.26,3.68,-9.91,-9.75,-2.82,0.02,-0.15,17.00,0.16
loop_8131,1.75,2.04,1.51,2.26,0.10,-0.15,-9.17,-0.03,-0.02,0.00,17.00,0.38,1.75,3.06,1.51,2.26,4.47,-10.43,-9.09,-2.83,-0.21,1.21,17.00,0.20
loop_8132,1.75,2.09,1.51,2.26,0.06,0.00,-9.06,-0.01,-0.01,0.00,16.00,0.09,1.75,-0.44,1.51,2.26,9.17,2.90,-5.45,-2.78,-0.28,1.31,17.00,0.59
loop_8133,1.75,2.09,1.51,2.26,-0.10,0.04,-9.07,0.02,0.03,0.00,16.00,0.21,1.75,2.07,1.51,2.26,7.88,5.95,-5.79,-3.06,-0.33,2.67,17.00,0.07
loop_8134,1.75,2.05,1.51,2.26,0.11,0.11,-9.19,0.01,-0.03,-0.00,16.00,0.35,1.75,1.80,1.51,2.26,10.32,-4.26,-12.68,-2.86,-0.19,1.18,17.00,0.32
loop_8135,1.75,2.14,1.51,2.26,-0.04,0.01,-9.06,0.01,0.02,0.00,16.00,0.23,1.75,2.39,1.51,2.26,-8.82,6.15,-7.33,-2.99,0.65,-2.70,17.00,0.12
loop_8136,1.75,2.03,1.51,2.26,0.00,0.30,-9.18,0.06,-0.00,-0.00,16.00,0.48,1.75,1.15,1.51,2.26,9.45,-2.07,-12.16,-2.82,-0.14,0.83,17.00,0.32
loop_8137,1.75,2.12,1.51,2.26,0.06,0.03,-9.04,0.00,-0.01,-0.00,16.00,0.12,1.75,1.15,1.51,2.26,10.15,5.62,-6.05,-3.12,-0.48,3.07,17.00,0.28
loop_8138,1.75,2.10,1.51,2.26,-0.06,0.06,-9.07,0.02,0.02,0.00,16.00,0.19,1.75,2.86,1.51,2.26,-10.13,4.69,-9.60,-2.66,0.82,-2.11,17.00,0.09
loop_8139,1.75,2.14,1.51,2.26,0.06,0.03,-9.02,0.01,-0.01,-0.00,16.00,0.18,1.75,2.16,1.51,2.26,5.29,8.83,-7.83,3.10,-0.34,-2.92,17.00,0.10
loop_814,1.75,2.10,1.51,2.26,-0.05,0.06,-9.07,0.02,0.02,0.00,16.00,0.14,1.75,2.35,1.51,2.26,-8.66,11.63,-14.57,1.38,1.33,1.15,17.00,0.13
loop_8140,1.75,2.06,1.51,2.26,0.08,0.04,-9.07,0.01,-0.01,-0.00,16.00,0.17,1.75,2.71,1.51,2.26,7.88,4.56,-5.31,-3.13,-0.07,2.92,17.00,0.13
loop_8141,1.75,2.10,1.51,2.26,-0.00,-0.03,-9.06,0.00,0.00,0.00,16.00,0.07,1.75,-2.44,1.51,2.26,12.20,0.20,-15.44,3.03,-0.61,-2.78,17.00,0.28
loop_8142,1.75,2.08,1.51,2.26,-0.07,0.02,-9.08,0.02,0.02,0.00,16.00,0.16,1.75,2.47,1.51,2.26,-10.88,5.55,-9.79,-2.74,0.87,-2.31,17.00,0.18
loop_8143,1.75,2.06,1.51,2.26,0.12,-0.26,-9.18,-0.05,-0.04,0.00,17.00,0.55,1.75,-1.33,1.51,2.26,-7.30,-8.14,-11.85,-3.04,0.83,-2.91,17.00,0.13
loop_8144,1.75,2.09,1.51,2.26,-0.05,0.05,-9.06,0.02,0.02,0.00,16.00,0.16,1.75,-1.49,1.51,2.26,11.13,9.44,-7.72,2.73,-0.53,-1.85,18.00,0.18
loop_8145,1.75,2.12,1.51,2.26,0.02,-0.01,-9.04,-0.00,-0.00,0.00,16.00,0.10,1.75,0.73,1.51,2.26,10.72,3.91,-6.73,-2.97,-0.52,2.50,17.00,0.45
loop_8146,1.75,2.14,1.51,2.26,-0.03,-0.06,-9.03,0.00,0.02,0.00,16.00,0.23,1.75,-0.76,1.51,2.26,-3.02,10.85,-4.78,2.92,0.09,0.79,17.00,0.23
loop_8147,1.75,2.10,1.51,2.26,-0.04,-0.02,-9.05,-0.01,0.01,-0.00,16.00,0.08,1.75,2.14,1.51,2.26,8.73,7.19,-7.65,3.11,-0.44,-3.02,17.00,0.13
loop_8148,1.75,2.09,1.51,2.26,-0.00,0.04,-9.05,0.01,0.00,0.00,16.00,0.06,1.75,1.41,1.51,2.26,9.07,3.25,-6.79,-2.90,-0.26,1.66,17.00,0.17
loop_8149,1.75,2.10,1.51,2.26,0.05,0.04,-9.03,0.01,-0.01,-0.00,16.00,0.10,1.75,1.22,1.51,2.26,8.74,3.47,-5.81,-2.86,-0.29,1.59,17.00,0.17
loop_815,1.75,2.12,1.51,2.26,-0.01,0.01,-9.05,0.01,0.01,0.00,16.00,0.18,1.75,0.02,1.51,2.26,7.29,7.57,-10.12,2.93,0.02,0.19,17.00,0.26
loop_8150,1.75,2.07,1.51,2.26,0.06,-0.00,-9.07,-0.01,-0.01,0.00,16.00,0.14,1.75,-3.13,1.51,2.26,8.36,7.44,-6.03,3.10,-0.23,-2.76,17.00,0.15
loop_8151,1.75,2.12,1.51,2.26,0.02,0.03,-9.07,0.01,-0.00,-0.00,16.00,0.09,1.75,1.10,1.51,2.26,10.59,6.21,-6.38,-3.11,-0.51,3.03,17.00,0.48
loop_8152,1.75,2.09,1.51,2.26,-0.02,0.03,-9.07,0.01,0.01,0.00,16.00,0.06,1.75,0.12,1.51,2.26,10.97,3.23,-6.88,-2.76,-0.43,1.69,17.00,0.61
loop_8153,1.75,2.07,1.51,2.26,0.09,-0.11,-9.08,-0.03,-0.02,0.00,16.00,0.23,1.75,-0.02,1.51,2.26,10.47,-3.52,-10.00,-2.97,-0.13,1.30,15.00,0.21
loop_8154,1.75,2.04,1.51,2.26,0.33,-0.20,-9.10,-0.05,-0.07,0.00,17.00,0.61,1.75,0.73,1.51,2.26,-0.47,-12.03,-9.32,-2.70,0.28,-1.11,17.00,0.20
loop_8155,1.75,2.09,1.51,2.26,0.14,-0.05,-9.13,-0.02,-0.03,0.00,17.00,0.29,1.75,1.71,1.51,2.26,4.20,-10.30,-8.89,-2.72,-0.01,0.07,17.00,0.09
loop_8156,1.75,2.02,1.51,2.26,0.16,-0.15,-9.20,-0.05,-0.04,0.00,17.00,0.62,1.75,1.48,1.51,2.26,-1.21,-11.75,-9.44,-2.74,0.17,-0.80,17.00,0.08
loop_8157,1.75,2.11,1.51,2.26,-0.06,0.04,-9.06,0.02,0.02,0.00,16.00,0.15,1.75,1.59,1.51,2.26,6.50,8.70,-6.17,-3.14,-0.48,3.13,17.00,0.18
loop_8158,1.75,2.03,1.51,2.26,0.20,-0.11,-9.16,-0.03,-0.04,0.00,17.00,0.47,1.75,0.65,1.51,2.26,-1.83,-10.91,-9.88,-2.77,0.35,-1.51,17.00,0.28
loop_8159,1.75,2.13,1.51,2.26,-0.04,0.01,-9.03,0.02,0.02,0.00,16.00,0.24,1.75,2.02,1.51,2.26,4.08,10.62,-6.67,2.93,-0.56,-2.45,17.00,0.16
loop_816,1.75,0.31,1.51,2.26,-0.21,0.15,-10.63,0.05,0.02,0.00,18.00,0.48,1.75,-8.93,1.51,2.26,-7.84,9.18,-12.34,2.43,0.08,0.23,17.00,0.09
loop_8160,1.75,2.12,1.51,2.26,-0.03,0.00,-9.04,0.02,0.02,0.00,16.00,0.22,1.75,1.61,1.51,2.26,1.91,9.53,-4.57,3.07,-0.27,-2.66,17.00,0.17
loop_8161,1.75,2.11,1.51,2.26,0.24,-0.09,-9.10,-0.03,-0.05,0.00,17.00,0.47,1.75,1.57,1.51,2.26,2.08,-10.56,-9.12,-2.75,0.09,-0.44,17.00,0.13
loop_8162,1.75,2.04,1.51,2.26,0.12,-0.21,-9.14,-0.05,-0.03,0.00,17.00,0.46,1.75,-3.06,1.51,2.26,4.17,-11.86,-10.08,-2.75,-0.27,1.19,17.00,0.17
